ref,marque,nom,rayon,famille,prix,icone,dispo,cap,specs,photo,photos,actif,description
TVWOW75-75SMART,Wow,"Téléviseur Wow 75 "" Smart Android 4K wa75su7200c3",tv,Téléviseurs,410600,tv,jour,"75""","Type: LED | Taille: 75 pouces | Fonctions: Smart, Android TV | Résolution: 4K UHD | Garantie: 12 mois",images/TVWOW75-75SMART-1.jpg,images/TVWOW75-75SMART-1.jpg;images/TVWOW75-75SMART-4.jpg;images/TVWOW75-75SMART-2.jpg;images/TVWOW75-75SMART-5.jpg;images/TVWOW75-75SMART-3.jpg,oui,Type de Produit : TV Marque : WOW Modèle : WA75SU7200C3 Smart TV Écran : 75 Pouces (190 cm) Résolution d'affichage : 4K Ultra HD 3840 x 2160 pixels Haut-parleurs : 8W + 8W HDMI :x3 USB : x2 Aspect ratio : 16:9 Brightness : 250±10% Contraste : 3000:1 Angle de vue : 176°(H) X 176°(V) Couleurs : 16.7M Temps de réponse : 6.5ms Fréquence : 60HZ Audio（RCA）Input（L/R） : x2 Video（RCA）Input : x2 Alimentation : 100-240V~ 50/60Hz Dimensions : 170cm x 100cm x 12cm Poids : 41.8 kg
VENROC50-RC50LA,Roch,Ventilateur a eau Roch humidificateur 50 litres rc50l(ac),ventilation,Ventilation,88800,ventilo,jour,50 L,Capacité: 50 L | Garantie: 12 mois,images/VENROC50-RC50LA-1.png,images/VENROC50-RC50LA-1.png,oui,"Type d’appareil : Rafraîchisseur d’air par évaporation (ventilateur à eau) 
Marque : Roch – Live Smarter 
Référence : RC-50L(AC) 
Capacité du réservoir : 50 litres pour une autonomie prolongée 
Alimentation : Secteur 220V (AC) 
Grand réservoir de 50L offrant une autonomie largement supérieure aux petits modèles, parfait pour les grandes pièces"
VENBIN00- 1692B0,Binatone,"Ventilateur Binatone 16 "" sur pied double helices a1692",ventilation,Ventilation,30800,ventilo,jour,,Garantie: 12 mois,images/VENBIN00- 1692B0-1.png,images/VENBIN00- 1692B0-1.png,oui,Marque: Binatone Type de produit: Ventilateur Modèle: A1692B Puissance: 70W Sélecteur à bouton-pression: 3 vitesses Minuterie: 2 heures Lames juméllées à haute efficacité
VENBIN00-IT1660,Binatone,"Ventilateur Binatone 16 "" sur pied noir dore ital1660",ventilation,Ventilation,29000,ventilo,jour,,Couleur: Noir | Garantie: 12 mois,images/VENBIN00-IT1660-1.jpg,images/VENBIN00-IT1660-1.jpg,oui,Marque: Binatone Produit: Ventilateur Sur Pied Model: ITAL1660 Taille: 16” Puissance: 65w Marque: Binatone Produit: Ventilateur Sur Pied Model: ITAL-1660 Taille: 16” Puissance: 65W Nombre Vitesses : 3 Moteur Cuivre
VENBIN00-165600,Binatone,"Ventilateur Binatone 16 "" sur pied vs1656",ventilation,Ventilation,30800,ventilo,jour,,Garantie: 12 mois,images/VENBIN00-165600-1.png,images/VENBIN00-165600-1.png,oui,Type de produit : Ventilateur VS-1656 Puissance de 55 W Pales à haute efficacité 3 boutons poussoirs Sélecteurs de vitesse
VENBIN00-180600,Binatone,"Ventilateur Binatone 18 "" mural wf1806",ventilation,Ventilation,24500,ventilo,jour,,Garantie: 12 mois,images/VENBIN00-180600-1.jpg,images/VENBIN00-180600-1.jpg,oui,Ventilateur Mural BINATONE WF1806 Type de Ventilateur: Mural Marque: BINATONE Reference: WF1806 Nombre de Vitesses: 3 Nombre de Pales: 5 Dimension: 18″
VENBIN18-TS1880,Binatone,"Ventilateur Binatone 18 "" sur pied ts1880",ventilation,Ventilation,30800,ventilo,jour,,Garantie: 12 mois,images/VENBIN18-TS1880-1.jpg,images/VENBIN18-TS1880-1.jpg,oui,BINATONE Ventilateur Sur Pied 18 Pouce – TS1880 •Marque: Binatone •Produit: Ventilateur Sur Pied •Model: TS1880 •Taille: 18” •Puissance: 100w
VENBIN18-WF1808,Binatone,"Ventilateur Binatone 18 ""mural avec commande noir wf 1808rc",ventilation,Ventilation,24500,ventilo,jour,,Couleur: Noir | Garantie: 12 mois,images/VENBIN18-WF1808-1.jpg,images/VENBIN18-WF1808-1.jpg,oui,"Ventilateur Binatone mural 18 pouces, coloris noir. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENBIN20-TS2020,Autre Marque,"Ventilateur Binatone 20 "" sur pied ts2020",ventilation,Ventilation,24000,ventilo,jour,,Garantie: 12 mois,images/VENBIN20-TS2020-1.jpg,images/VENBIN20-TS2020-1.jpg,oui,Type de produit : Ventilateur Modèle : TS2020 Matière : Métal Type de produit: Ventilateur Nombre de lames: 5 Tension: 220 V Poids: 3 kg Couleur: Noir
VENBIN26-IWF260,Binatone,"Ventilateur Binatone 26 "" mural industriel en fer iwf2600",ventilation,Ventilation,52600,ventilo,jour,,Garantie: 12 mois,images/VENBIN26-IWF260-1.jpg,images/VENBIN26-IWF260-1.jpg,oui,"Les ventilateurs mural industrielle devraient être solides et résistants, avec une capacité à résister à un environnement exigeant. Ce sont exactement les caractéristiques offertes par le ventilateur mural industriel Binatone IWF-2600. Les ventilateurs de l'entreprise fonctionnent à une puissance de 130 watts et ont 3 lames de fin pour produire ce fort flux d'air de refroidissement. Les lames en métal aluminium peuvent durer des heures de fonctionnement avec un moteur robuste pour le supporter. Un cordon d'alimentation long permet au ventilateur d'être placé même à distance d'une source d'alimentation. Bien que nommé industriel, il est bon d'être utilisé dans les bureaux et les maisons à l'extérieur des industries."
VENBIN30-HDF302,Binatone,"Ventilateur Binatone 30 "" industriel sur pied en fer hdf3020",ventilation,Ventilation,30800,ventilo,jour,,Garantie: 12 mois,images/VENBIN30-HDF302-1.jpg,images/VENBIN30-HDF302-1.jpg,oui,"Marque: Binatone 
• Produit: Ventilateur Sur Pied 
• Model: HDF-3020 
• Taille: 30” 
• Puissance: 70W 
• Nombre Vitesses : 3 
• Moteur Cuivre"
VENBIN20-BAC201,Binatone,Ventilateur Binatone a eau humidificateur d'air 20 litres bac 201,ventilation,Ventilation,74000,ventilo,jour,20 L,Capacité: 20 L | Garantie: 12 mois,images/VENBIN20-BAC201-1.png,images/VENBIN20-BAC201-1.png,oui,"Rafraîchisseur d'air Binatone à réservoir de 20 litres. Refroidit l'air par évaporation d'eau : plus frais qu'un ventilateur simple, sans installation ni gaz. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENBIN00-1692B0,Autre Marque,Ventilateur Binatone sur pied double helices a1692,ventilation,Ventilation,18000,ventilo,jour,,Garantie: 12 mois,images/VENBIN00-1692B0-1.jpg,images/VENBIN00-1692B0-1.jpg,oui,"Ventilateur Binatone sur pied. Double hélice pour un souffle plus puissant. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENDES18-FW47RI,Deska,"Ventilateur Deska 18 "" mural avec commande fw47 (rino)",ventilation,Ventilation,23500,ventilo,jour,,Garantie: 12 mois,images/VENDES18-FW47RI-2.png,images/VENDES18-FW47RI-2.png;images/VENDES18-FW47RI-1.png,oui,"Ventilateur Deska mural 18 pouces. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENDES18-FS32RI,Deska,"Ventilateur Deska 18 "" sur pied avec commande fs32ri",ventilation,Ventilation,32000,ventilo,jour,,Garantie: 12 mois,images/VENDES18-FS32RI-1.png,images/VENDES18-FS32RI-1.png;images/VENDES18-FS32RI-2.png,oui,"Ventilateur Deska sur pied 18 pouces. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENDES18-FS14BL,Deska,"Ventilateur Deska 18 "" sur pied bleu fs14blsc",ventilation,Ventilation,26900,ventilo,jour,,Couleur: Bleu | Garantie: 12 mois,images/VENDES18-FS14BL-1.png,images/VENDES18-FS14BL-1.png,oui,"Ventilateur Deska sur pied 18 pouces, coloris bleu. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENDES18-FS13NO,Deska,"Ventilateur Deska 18 "" sur pied noir fs13nosc",ventilation,Ventilation,26900,ventilo,jour,,Couleur: Noir | Garantie: 12 mois,images/VENDES18-FS13NO-1.png,images/VENDES18-FS13NO-1.png;images/VENDES18-FS13NO-2.png,oui,"Ventilateur Deska sur pied 18 pouces, coloris noir. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENELA18-L9600N,Elactron,Ventilateur Elactron 18&prime; sur pied avec telecommande noir l96,ventilation,Ventilation,18000,ventilo,jour,,Couleur: Noir | Garantie: 12 mois,images/VENELA18-L9600N-1.png,images/VENELA18-L9600N-1.png,oui,"VENTILATEUR ELACTRON SUR PIED 18POUCES AVEC COMMANDE NOIR L-96 REFERENCE : L-96 VOLTAGE : 220V-50Hz POIDS : 11,5KGS COULEUR : NOIR DIMENSIONS : 51x23x56CM VENTILATEUR DE VITESSE, MOTEUR SUPER SILENCIEUX VENT À OSCILATION COMPLÈTE VENTILATEUR SUR PIED AVEC COMMANDE"
VENKOR87-087KOR,Autre Marque,"Ventilateur koreq 16 "" mural avec commande fw40d66",ventilation,Ventilation,18000,ventilo,jour,,Garantie: 12 mois,images/VENKOR87-087KOR-1.png,images/VENKOR87-087KOR-1.png,oui,"Ventilateur mural 16 pouces. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENKOR88-088KOR,Autre Marque,"Ventilateur koreq 16 "" plafonnier avec commande ed40ei",ventilation,Ventilation,18000,ventilo,jour,,Garantie: 12 mois,images/VENKOR88-088KOR-1.png,images/VENKOR88-088KOR-1.png,oui,"Ventilateur 16 pouces. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENKOR89-089KOR,Autre Marque,"Ventilateur koreq 18 "" sur pied avec commande blanc fs45a790",ventilation,Ventilation,18000,ventilo,jour,,Couleur: Blanc | Garantie: 12 mois,images/VENKOR89-089KOR-1.jpg,images/VENKOR89-089KOR-1.jpg,oui,"Ventilateur sur pied 18 pouces, coloris blanc. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENKOR45-FS45A7,Autre Marque,"Ventilateur koreq 18 "" sur pied avec commande noir fs45a790",ventilation,Ventilation,18000,ventilo,jour,,Couleur: Noir | Garantie: 12 mois,images/VENKOR45-FS45A7-1.jpg,images/VENKOR45-FS45A7-1.jpg,oui,"Ventilateur sur pied 18 pouces, coloris noir. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENLEF40-FS1645,Lefon,"Ventilateur lefon 16 "" sur pied avec commande blanc fs1645",ventilation,Ventilation,18900,ventilo,jour,,Couleur: Blanc | Garantie: 12 mois,images/VENLEF40-FS1645-1.jpg,images/VENLEF40-FS1645-1.jpg,oui,"Modèle : FS40-1645 16 POUCES, en blanc , 2 pièce/paquet avec commande Voltage : 200V – 240V Puissance : 45W 3 VITESSE Peu de bruit Grand vent"
VENLEF40-FS1659,Lefon,"Ventilateur lefon 16 "" sur pied avec commande noir fs401659",ventilation,Ventilation,18900,ventilo,jour,,Couleur: Noir | Garantie: 12 mois,images/VENLEF40-FS1659-1.jpg,images/VENLEF40-FS1659-1.jpg,oui,Modéle : FS40-1659 Marque : LEFON ventilateur sur pied multifonctionnel gamme à distance avec commande
VENREG16-R165WF,Regal,"Ventilateur regal 16 "" mural avec commande noir r165wf",ventilation,Ventilation,23000,ventilo,jour,,Couleur: Noir | Garantie: 12 mois,images/VENREG16-R165WF-1.png,images/VENREG16-R165WF-1.png,oui,"Ventilateur Regal mural 16 pouces, coloris noir. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG18-R616WF,Regal,"Ventilateur regal 16 "" mural r616wf",ventilation,Ventilation,23000,ventilo,jour,,Garantie: 12 mois,images/VENREG18-R616WF-1.png,images/VENREG18-R616WF-1.png,oui,"Ventilateur Regal mural 16 pouces. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG16-ROF16P,Regal,"Ventilateur regal 16 "" plafonnier rof16p",ventilation,Ventilation,20000,ventilo,jour,,Garantie: 12 mois,images/VENREG16-ROF16P-1.png,images/VENREG16-ROF16P-1.png,oui,"Ventilateur Regal 16 pouces. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG16-RSF16B,Regal,"Ventilateur regal 16 "" sur pied blanc rsf16b",ventilation,Ventilation,39000,ventilo,jour,,Couleur: Blanc | Garantie: 12 mois,images/VENREG16-RSF16B-1.png,images/VENREG16-RSF16B-1.png,oui,"Ventilateur Regal sur pied 16 pouces, coloris blanc. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG16-RS16SF,Regal,"Ventilateur regal 16 "" sur pied blanc rsf16sf",ventilation,Ventilation,39000,ventilo,jour,,Couleur: Blanc | Garantie: 12 mois,images/VENREG16-RS16SF-1.png,images/VENREG16-RS16SF-1.png,oui,"Ventilateur Regal sur pied 16 pouces, coloris blanc. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG18-R850WF,Regal,"Ventilateur regal 18 "" mural blanc r850wf",ventilation,Ventilation,23000,ventilo,jour,,Couleur: Blanc | Garantie: 12 mois,images/VENREG18-R850WF-1.png,images/VENREG18-R850WF-1.png,oui,"Ventilateur Regal mural 18 pouces, coloris blanc. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG18-R855WF,Regal,"Ventilateur regal 18 "" mural blanc r855wf",ventilation,Ventilation,23000,ventilo,jour,,Couleur: Blanc | Garantie: 12 mois,images/VENREG18-R855WF-1.png,images/VENREG18-R855WF-1.png,oui,"Ventilateur Regal mural 18 pouces, coloris blanc. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG18-R185SF,Regal,"Ventilateur regal 18 "" sur pied noir r185sf",ventilation,Ventilation,39000,ventilo,jour,,Couleur: Noir | Garantie: 12 mois,images/VENREG18-R185SF-1.png,images/VENREG18-R185SF-1.png,oui,"Ventilateur Regal sur pied 18 pouces, coloris noir. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG18-R18700,Regal,"Ventilateur regal 18 "" sur pied noir r187",ventilation,Ventilation,39000,ventilo,jour,,Couleur: Noir | Garantie: 12 mois,images/VENREG18-R18700-1.png,images/VENREG18-R18700-1.png,oui,"Ventilateur Regal sur pied 18 pouces, coloris noir. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG24-RX24IV,Regal,"Ventilateur regal 24 "" plafonnier ivoire rx24",ventilation,Ventilation,21500,ventilo,jour,,Garantie: 12 mois,images/VENREG24-RX24IV-1.png,images/VENREG24-RX24IV-1.png,oui,"Ventilateur Regal 24 pouces. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG24-RX24MA,Regal,"Ventilateur regal 24 "" plafonnier marron rx24",ventilation,Ventilation,21500,ventilo,jour,,Couleur: Marron | Garantie: 12 mois,images/VENREG24-RX24MA-1.png,images/VENREG24-RX24MA-1.png,oui,"Ventilateur Regal 24 pouces, coloris marron. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG48-AR4800,Regal,"Ventilateur regal 48 "" plafonnier blanc ar48",ventilation,Ventilation,24000,ventilo,jour,,Couleur: Blanc | Garantie: 12 mois,images/VENREG48-AR4800-1.png,images/VENREG48-AR4800-1.png,oui,"Ventilateur Regal 48 pouces, coloris blanc. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG48-RCF48B,Regal,"Ventilateur regal 48 "" plafonnier blanc rx48/rcf48",ventilation,Ventilation,24000,ventilo,jour,,Couleur: Blanc | Garantie: 12 mois,images/VENREG48-RCF48B-1.png,images/VENREG48-RCF48B-1.png,oui,"Ventilateur Regal 48 pouces, coloris blanc. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG48-RX48DE,Regal,"Ventilateur regal 48 "" plafonnier marron rx48/rcf48",ventilation,Ventilation,24000,ventilo,jour,,Couleur: Marron | Garantie: 12 mois,images/VENREG48-RX48DE-1.png,images/VENREG48-RX48DE-1.png,oui,"Ventilateur Regal 48 pouces, coloris marron. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG03-PLAFON,Regal,"Ventilateur regal 56 "" plafonnier 3 helivhes metal marron rdf56",ventilation,Ventilation,24000,ventilo,jour,,Couleur: Marron | Garantie: 12 mois,images/VENREG03-PLAFON-1.png,images/VENREG03-PLAFON-1.png;images/VENREG03-PLAFON-2.png,oui,"Ventilateur Regal 56 pouces, coloris marron. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG56-RDF56I,Regal,"Ventilateur regal 56 "" plafonnier beige rdf56",ventilation,Ventilation,24000,ventilo,jour,,Couleur: Beige | Garantie: 12 mois,images/VENREG56-RDF56I-1.png,images/VENREG56-RDF56I-1.png,oui,"Ventilateur Regal 56 pouces, coloris beige. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG56-AR56BL,Regal,"Ventilateur regal 56 "" plafonnier blanc ar56",ventilation,Ventilation,24000,ventilo,jour,,Couleur: Blanc | Garantie: 12 mois,images/VENREG56-AR56BL-1.jpg,images/VENREG56-AR56BL-1.jpg,oui,"Ventilateur Regal 56 pouces, coloris blanc. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG56-RCF56B,Regal,"Ventilateur regal 56 "" plafonnier blanc rcf56/rx56",ventilation,Ventilation,24000,ventilo,jour,,Couleur: Blanc | Garantie: 12 mois,images/VENREG56-RCF56B-1.png,images/VENREG56-RCF56B-1.png,oui,"Ventilateur Regal 56 pouces, coloris blanc. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG56-RDF56B,Regal,"Ventilateur regal 56 "" plafonnier blanc rdf56",ventilation,Ventilation,24000,ventilo,jour,,Couleur: Blanc | Garantie: 12 mois,images/VENREG56-RDF56B-1.png,images/VENREG56-RDF56B-1.png,oui,"Ventilateur Regal 56 pouces, coloris blanc. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENREG56-RCF56M,Regal,"Ventilateur regal 56 "" plafonnier marron rx56deco",ventilation,Ventilation,24000,ventilo,jour,,Couleur: Marron | Garantie: 12 mois,images/VENREG56-RCF56M-1.png,images/VENREG56-RCF56M-1.png,oui,"Ventilateur Regal 56 pouces, coloris marron. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENROC16-RWF161,Roch,"Ventilateur Roch 16 "" mural rwf1611f",ventilation,Ventilation,20700,ventilo,jour,,Garantie: 12 mois,images/VENROC16-RWF161-1.png,images/VENROC16-RWF161-1.png,oui,"Ventilateur Roch mural 16 pouces. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
VENROC16-ROFW16,Roch,"Ventilateur Roch 16 "" plafonnier blanc rofw1608",ventilation,Ventilation,26000,ventilo,jour,,Couleur: Blanc | Garantie: 12 mois,images/VENROC16-ROFW16-1.png,images/VENROC16-ROFW16-1.png,oui,"Tension : 220 V/50 Hz 
Le ventilateur Roch Orbit allie fonctionnalité et simplicité d'utilisation, pour une utilisation et un réglage aisés."
VENROC18-RWF181,Roch,"Ventilateur Roch 18 "" mural noir rwf1812f",ventilation,Ventilation,20700,ventilo,jour,,Couleur: Noir | Garantie: 12 mois,images/VENROC18-RWF181-1.png,images/VENROC18-RWF181-1.png,oui,"Marque : Roch 
Modèle : RWF-1812 
Type : Ventilateur mural 
Puissance : 55W 
Double hélices pour une ventilation renforcée 
3 niveaux de vitesse 
Moteur en aluminium robuste 
Installation murale pratique et gain de place 
Idéal pour chambre, salon, bureau et commerce"
VENROC18-RM1804,Roch,"Ventilateur Roch 18 "" mural rwf1804",ventilation,Ventilation,20700,ventilo,jour,,Garantie: 12 mois,images/VENROC18-RM1804-1.png,images/VENROC18-RM1804-1.png,oui,Ventilateur Mural ROCH Type de Ventilateur: Mural Marque: ROCH Reference: 1804 Nombre de Vitesses: 3 Nombre de Pales: 5 Dimension: 18″
VENROC18-RSF180,Roch,"Ventilateur Roch 18 "" sur pied blanc rsf1801d",ventilation,Ventilation,27500,ventilo,jour,,Couleur: Blanc | Garantie: 12 mois,images/VENROC18-RSF180-2.png,images/VENROC18-RSF180-2.png;images/VENROC18-RSF180-1.png,oui,"Ventilateur Roch sur pied 18 pouces, coloris blanc. Plusieurs vitesses, orientation réglable. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
